state,Year,Month,group,covid,coverage,value
MT,2020,5,Adult,Confirmed,hospital,0
MT,2020,5,Adult,Confirmed,patients,0
MT,2020,5,Adult,Suspected,hospital,0
MT,2020,5,Adult,Suspected,patients,0
MT,2020,5,Pediatric,Confirmed,hospital,0
MT,2020,5,Pediatric,Confirmed,patients,0
MT,2020,5,Pediatric,Suspected,hospital,0
MT,2020,5,Pediatric,Suspected,patients,0
MT,2020,6,Adult,Confirmed,hospital,0
MT,2020,6,Adult,Confirmed,patients,0
MT,2020,6,Adult,Suspected,hospital,0
MT,2020,6,Adult,Suspected,patients,0
MT,2020,6,Pediatric,Confirmed,hospital,0
MT,2020,6,Pediatric,Confirmed,patients,0
MT,2020,6,Pediatric,Suspected,hospital,0
MT,2020,6,Pediatric,Suspected,patients,0
MT,2020,7,Adult,Confirmed,hospital,285
MT,2020,7,Adult,Confirmed,patients,209
MT,2020,7,Adult,Suspected,hospital,259
MT,2020,7,Adult,Suspected,patients,534
MT,2020,7,Pediatric,Confirmed,hospital,260
MT,2020,7,Pediatric,Confirmed,patients,2
MT,2020,7,Pediatric,Suspected,hospital,250
MT,2020,7,Pediatric,Suspected,patients,38
MT,2020,8,Adult,Confirmed,hospital,1100
MT,2020,8,Adult,Confirmed,patients,549
MT,2020,8,Adult,Suspected,hospital,1085
MT,2020,8,Adult,Suspected,patients,707
MT,2020,8,Pediatric,Confirmed,hospital,841
MT,2020,8,Pediatric,Confirmed,patients,5
MT,2020,8,Pediatric,Suspected,hospital,862
MT,2020,8,Pediatric,Suspected,patients,139
MT,2020,9,Adult,Confirmed,hospital,1815
MT,2020,9,Adult,Confirmed,patients,705
MT,2020,9,Adult,Suspected,hospital,1785
MT,2020,9,Adult,Suspected,patients,654
MT,2020,9,Pediatric,Confirmed,hospital,1654
MT,2020,9,Pediatric,Confirmed,patients,69
MT,2020,9,Pediatric,Suspected,hospital,1652
MT,2020,9,Pediatric,Suspected,patients,82
MT,2020,10,Adult,Confirmed,hospital,2074
MT,2020,10,Adult,Confirmed,patients,1722
MT,2020,10,Adult,Suspected,hospital,2043
MT,2020,10,Adult,Suspected,patients,920
MT,2020,10,Pediatric,Confirmed,hospital,2033
MT,2020,10,Pediatric,Confirmed,patients,54
MT,2020,10,Pediatric,Suspected,hospital,2033
MT,2020,10,Pediatric,Suspected,patients,104
MT,2020,11,Adult,Confirmed,hospital,2006
MT,2020,11,Adult,Confirmed,patients,2314
MT,2020,11,Adult,Suspected,hospital,1976
MT,2020,11,Adult,Suspected,patients,883
MT,2020,11,Pediatric,Confirmed,hospital,1976
MT,2020,11,Pediatric,Confirmed,patients,53
MT,2020,11,Pediatric,Suspected,hospital,1976
MT,2020,11,Pediatric,Suspected,patients,70
MT,2020,12,Adult,Confirmed,hospital,2069
MT,2020,12,Adult,Confirmed,patients,1496
MT,2020,12,Adult,Suspected,hospital,2038
MT,2020,12,Adult,Suspected,patients,600
MT,2020,12,Pediatric,Confirmed,hospital,2038
MT,2020,12,Pediatric,Confirmed,patients,33
MT,2020,12,Pediatric,Suspected,hospital,2038
MT,2020,12,Pediatric,Suspected,patients,79
MT,2021,1,Adult,Confirmed,hospital,2069
MT,2021,1,Adult,Confirmed,patients,1060
MT,2021,1,Adult,Suspected,hospital,2038
MT,2021,1,Adult,Suspected,patients,614
MT,2021,1,Pediatric,Confirmed,hospital,2038
MT,2021,1,Pediatric,Confirmed,patients,35
MT,2021,1,Pediatric,Suspected,hospital,2038
MT,2021,1,Pediatric,Suspected,patients,117
MT,2021,2,Adult,Confirmed,hospital,1868
MT,2021,2,Adult,Confirmed,patients,513
MT,2021,2,Adult,Suspected,hospital,1840
MT,2021,2,Adult,Suspected,patients,399
MT,2021,2,Pediatric,Confirmed,hospital,1840
MT,2021,2,Pediatric,Confirmed,patients,18
MT,2021,2,Pediatric,Suspected,hospital,1840
MT,2021,2,Pediatric,Suspected,patients,104
MT,2021,3,Adult,Confirmed,hospital,2060
MT,2021,3,Adult,Confirmed,patients,395
MT,2021,3,Adult,Suspected,hospital,2029
MT,2021,3,Adult,Suspected,patients,339
MT,2021,3,Pediatric,Confirmed,hospital,2029
MT,2021,3,Pediatric,Confirmed,patients,9
MT,2021,3,Pediatric,Suspected,hospital,2029
MT,2021,3,Pediatric,Suspected,patients,89
MT,2021,4,Adult,Confirmed,hospital,1989
MT,2021,4,Adult,Confirmed,patients,315
MT,2021,4,Adult,Suspected,hospital,1959
MT,2021,4,Adult,Suspected,patients,322
MT,2021,4,Pediatric,Confirmed,hospital,1959
MT,2021,4,Pediatric,Confirmed,patients,10
MT,2021,4,Pediatric,Suspected,hospital,1959
MT,2021,4,Pediatric,Suspected,patients,56
MT,2021,5,Adult,Confirmed,hospital,2060
MT,2021,5,Adult,Confirmed,patients,486
MT,2021,5,Adult,Suspected,hospital,2029
MT,2021,5,Adult,Suspected,patients,388
MT,2021,5,Pediatric,Confirmed,hospital,2029
MT,2021,5,Pediatric,Confirmed,patients,12
MT,2021,5,Pediatric,Suspected,hospital,2029
MT,2021,5,Pediatric,Suspected,patients,64
MT,2021,6,Adult,Confirmed,hospital,1992
MT,2021,6,Adult,Confirmed,patients,377
MT,2021,6,Adult,Suspected,hospital,1962
MT,2021,6,Adult,Suspected,patients,280
MT,2021,6,Pediatric,Confirmed,hospital,1962
MT,2021,6,Pediatric,Confirmed,patients,8
MT,2021,6,Pediatric,Suspected,hospital,1962
MT,2021,6,Pediatric,Suspected,patients,68
MT,2021,7,Adult,Confirmed,hospital,2057
MT,2021,7,Adult,Confirmed,patients,441
MT,2021,7,Adult,Suspected,hospital,2026
MT,2021,7,Adult,Suspected,patients,265
MT,2021,7,Pediatric,Confirmed,hospital,2026
MT,2021,7,Pediatric,Confirmed,patients,24
MT,2021,7,Pediatric,Suspected,hospital,2026
MT,2021,7,Pediatric,Suspected,patients,52
MT,2021,8,Adult,Confirmed,hospital,2025
MT,2021,8,Adult,Confirmed,patients,1267
MT,2021,8,Adult,Suspected,hospital,1994
MT,2021,8,Adult,Suspected,patients,555
MT,2021,8,Pediatric,Confirmed,hospital,1994
MT,2021,8,Pediatric,Confirmed,patients,31
MT,2021,8,Pediatric,Suspected,hospital,1994
MT,2021,8,Pediatric,Suspected,patients,123
MT,2021,9,Adult,Confirmed,hospital,1965
MT,2021,9,Adult,Confirmed,patients,2453
MT,2021,9,Adult,Suspected,hospital,1935
MT,2021,9,Adult,Suspected,patients,675
MT,2021,9,Pediatric,Confirmed,hospital,1935
MT,2021,9,Pediatric,Confirmed,patients,79
MT,2021,9,Pediatric,Suspected,hospital,1935
MT,2021,9,Pediatric,Suspected,patients,125
MT,2021,10,Adult,Confirmed,hospital,2033
MT,2021,10,Adult,Confirmed,patients,2993
MT,2021,10,Adult,Suspected,hospital,2002
MT,2021,10,Adult,Suspected,patients,942
MT,2021,10,Pediatric,Confirmed,hospital,2002
MT,2021,10,Pediatric,Confirmed,patients,66
MT,2021,10,Pediatric,Suspected,hospital,2002
MT,2021,10,Pediatric,Suspected,patients,148
MT,2021,11,Adult,Confirmed,hospital,1960
MT,2021,11,Adult,Confirmed,patients,1722
MT,2021,11,Adult,Suspected,hospital,1930
MT,2021,11,Adult,Suspected,patients,517
MT,2021,11,Pediatric,Confirmed,hospital,1930
MT,2021,11,Pediatric,Confirmed,patients,36
MT,2021,11,Pediatric,Suspected,hospital,1930
MT,2021,11,Pediatric,Suspected,patients,91
MT,2021,12,Adult,Confirmed,hospital,2030
MT,2021,12,Adult,Confirmed,patients,791
MT,2021,12,Adult,Suspected,hospital,1999
MT,2021,12,Adult,Suspected,patients,447
MT,2021,12,Pediatric,Confirmed,hospital,1999
MT,2021,12,Pediatric,Confirmed,patients,23
MT,2021,12,Pediatric,Suspected,hospital,1999
MT,2021,12,Pediatric,Suspected,patients,148
MT,2022,1,Adult,Confirmed,hospital,2023
MT,2022,1,Adult,Confirmed,patients,1900
MT,2022,1,Adult,Suspected,hospital,1992
MT,2022,1,Adult,Suspected,patients,813
MT,2022,1,Pediatric,Confirmed,hospital,1992
MT,2022,1,Pediatric,Confirmed,patients,104
MT,2022,1,Pediatric,Suspected,hospital,1992
MT,2022,1,Pediatric,Suspected,patients,225
MT,2022,2,Adult,Confirmed,hospital,1835
MT,2022,2,Adult,Confirmed,patients,1216
MT,2022,2,Adult,Suspected,hospital,1807
MT,2022,2,Adult,Suspected,patients,540
MT,2022,2,Pediatric,Confirmed,hospital,1807
MT,2022,2,Pediatric,Confirmed,patients,45
MT,2022,2,Pediatric,Suspected,hospital,1807
MT,2022,2,Pediatric,Suspected,patients,29
MT,2022,3,Adult,Confirmed,hospital,2023
MT,2022,3,Adult,Confirmed,patients,320
MT,2022,3,Adult,Suspected,hospital,1992
MT,2022,3,Adult,Suspected,patients,433
MT,2022,3,Pediatric,Confirmed,hospital,1992
MT,2022,3,Pediatric,Confirmed,patients,14
MT,2022,3,Pediatric,Suspected,hospital,1992
MT,2022,3,Pediatric,Suspected,patients,27
MT,2022,4,Adult,Confirmed,hospital,1964
MT,2022,4,Adult,Confirmed,patients,117
MT,2022,4,Adult,Suspected,hospital,1934
MT,2022,4,Adult,Suspected,patients,442
MT,2022,4,Pediatric,Confirmed,hospital,1934
MT,2022,4,Pediatric,Confirmed,patients,7
MT,2022,4,Pediatric,Suspected,hospital,1934
MT,2022,4,Pediatric,Suspected,patients,10
MT,2022,5,Adult,Confirmed,hospital,2026
MT,2022,5,Adult,Confirmed,patients,332
MT,2022,5,Adult,Suspected,hospital,1995
MT,2022,5,Adult,Suspected,patients,358
MT,2022,5,Pediatric,Confirmed,hospital,1995
MT,2022,5,Pediatric,Confirmed,patients,12
MT,2022,5,Pediatric,Suspected,hospital,1995
MT,2022,5,Pediatric,Suspected,patients,28
MT,2022,6,Adult,Confirmed,hospital,1941
MT,2022,6,Adult,Confirmed,patients,682
MT,2022,6,Adult,Suspected,hospital,1911
MT,2022,6,Adult,Suspected,patients,372
MT,2022,6,Pediatric,Confirmed,hospital,1911
MT,2022,6,Pediatric,Confirmed,patients,18
MT,2022,6,Pediatric,Suspected,hospital,1911
MT,2022,6,Pediatric,Suspected,patients,24
MT,2022,7,Adult,Confirmed,hospital,2019
MT,2022,7,Adult,Confirmed,patients,804
MT,2022,7,Adult,Suspected,hospital,1988
MT,2022,7,Adult,Suspected,patients,380
MT,2022,7,Pediatric,Confirmed,hospital,1988
MT,2022,7,Pediatric,Confirmed,patients,26
MT,2022,7,Pediatric,Suspected,hospital,1988
MT,2022,7,Pediatric,Suspected,patients,23
MT,2022,8,Adult,Confirmed,hospital,2004
MT,2022,8,Adult,Confirmed,patients,688
MT,2022,8,Adult,Suspected,hospital,1973
MT,2022,8,Adult,Suspected,patients,310
MT,2022,8,Pediatric,Confirmed,hospital,1973
MT,2022,8,Pediatric,Confirmed,patients,21
MT,2022,8,Pediatric,Suspected,hospital,1973
MT,2022,8,Pediatric,Suspected,patients,20
MT,2022,9,Adult,Confirmed,hospital,1894
MT,2022,9,Adult,Confirmed,patients,522
MT,2022,9,Adult,Suspected,hospital,1864
MT,2022,9,Adult,Suspected,patients,389
MT,2022,9,Pediatric,Confirmed,hospital,1864
MT,2022,9,Pediatric,Confirmed,patients,25
MT,2022,9,Pediatric,Suspected,hospital,1864
MT,2022,9,Pediatric,Suspected,patients,30
MT,2022,10,Adult,Confirmed,hospital,1958
MT,2022,10,Adult,Confirmed,patients,445
MT,2022,10,Adult,Suspected,hospital,1927
MT,2022,10,Adult,Suspected,patients,309
MT,2022,10,Pediatric,Confirmed,hospital,1927
MT,2022,10,Pediatric,Confirmed,patients,14
MT,2022,10,Pediatric,Suspected,hospital,1927
MT,2022,10,Pediatric,Suspected,patients,23
MT,2022,11,Adult,Confirmed,hospital,1890
MT,2022,11,Adult,Confirmed,patients,423
MT,2022,11,Adult,Suspected,hospital,1860
MT,2022,11,Adult,Suspected,patients,361
MT,2022,11,Pediatric,Confirmed,hospital,1860
MT,2022,11,Pediatric,Confirmed,patients,12
MT,2022,11,Pediatric,Suspected,hospital,1860
MT,2022,11,Pediatric,Suspected,patients,39
MT,2022,12,Adult,Confirmed,hospital,1894
MT,2022,12,Adult,Confirmed,patients,474
MT,2022,12,Adult,Suspected,hospital,1880
MT,2022,12,Adult,Suspected,patients,463
MT,2022,12,Pediatric,Confirmed,hospital,1865
MT,2022,12,Pediatric,Confirmed,patients,17
MT,2022,12,Pediatric,Suspected,hospital,1865
MT,2022,12,Pediatric,Suspected,patients,42
MT,2023,1,Adult,Confirmed,hospital,1873
MT,2023,1,Adult,Confirmed,patients,336
MT,2023,1,Adult,Suspected,hospital,1873
MT,2023,1,Adult,Suspected,patients,458
MT,2023,1,Pediatric,Confirmed,hospital,1842
MT,2023,1,Pediatric,Confirmed,patients,11
MT,2023,1,Pediatric,Suspected,hospital,1842
MT,2023,1,Pediatric,Suspected,patients,38
MT,2023,2,Adult,Confirmed,hospital,1708
MT,2023,2,Adult,Confirmed,patients,433
MT,2023,2,Adult,Suspected,hospital,1708
MT,2023,2,Adult,Suspected,patients,266
MT,2023,2,Pediatric,Confirmed,hospital,1680
MT,2023,2,Pediatric,Confirmed,patients,10
MT,2023,2,Pediatric,Suspected,hospital,1680
MT,2023,2,Pediatric,Suspected,patients,30
MT,2023,3,Adult,Confirmed,hospital,1919
MT,2023,3,Adult,Confirmed,patients,420
MT,2023,3,Adult,Suspected,hospital,1919
MT,2023,3,Adult,Suspected,patients,320
MT,2023,3,Pediatric,Confirmed,hospital,1888
MT,2023,3,Pediatric,Confirmed,patients,7
MT,2023,3,Pediatric,Suspected,hospital,1888
MT,2023,3,Pediatric,Suspected,patients,22
MT,2023,4,Adult,Confirmed,hospital,1890
MT,2023,4,Adult,Confirmed,patients,206
MT,2023,4,Adult,Suspected,hospital,1890
MT,2023,4,Adult,Suspected,patients,236
MT,2023,4,Pediatric,Confirmed,hospital,1860
MT,2023,4,Pediatric,Confirmed,patients,11
MT,2023,4,Pediatric,Suspected,hospital,1860
MT,2023,4,Pediatric,Suspected,patients,13
MT,2023,5,Adult,Confirmed,hospital,1950
MT,2023,5,Adult,Confirmed,patients,116
MT,2023,5,Adult,Suspected,hospital,1950
MT,2023,5,Adult,Suspected,patients,165
MT,2023,5,Pediatric,Confirmed,hospital,1919
MT,2023,5,Pediatric,Confirmed,patients,2
MT,2023,5,Pediatric,Suspected,hospital,1919
MT,2023,5,Pediatric,Suspected,patients,8
MT,2023,6,Adult,Confirmed,hospital,1887
MT,2023,6,Adult,Confirmed,patients,72
MT,2023,6,Adult,Suspected,hospital,1478
MT,2023,6,Adult,Suspected,patients,116
MT,2023,6,Pediatric,Confirmed,hospital,1857
MT,2023,6,Pediatric,Confirmed,patients,3
MT,2023,6,Pediatric,Suspected,hospital,1416
MT,2023,6,Pediatric,Suspected,patients,2
MT,2023,7,Adult,Confirmed,hospital,1910
MT,2023,7,Adult,Confirmed,patients,92
MT,2023,7,Adult,Suspected,hospital,1200
MT,2023,7,Adult,Suspected,patients,60
MT,2023,7,Pediatric,Confirmed,hospital,1880
MT,2023,7,Pediatric,Confirmed,patients,3
MT,2023,7,Pediatric,Suspected,hospital,242
MT,2023,7,Pediatric,Suspected,patients,2
MT,2023,8,Adult,Confirmed,hospital,1918
MT,2023,8,Adult,Confirmed,patients,181
MT,2023,8,Adult,Suspected,hospital,1218
MT,2023,8,Adult,Suspected,patients,68
MT,2023,8,Pediatric,Confirmed,hospital,1889
MT,2023,8,Pediatric,Confirmed,patients,8
MT,2023,8,Pediatric,Suspected,hospital,247
MT,2023,8,Pediatric,Suspected,patients,22
MT,2023,9,Adult,Confirmed,hospital,1870
MT,2023,9,Adult,Confirmed,patients,386
MT,2023,9,Adult,Suspected,hospital,1196
MT,2023,9,Adult,Suspected,patients,54
MT,2023,9,Pediatric,Confirmed,hospital,1840
MT,2023,9,Pediatric,Confirmed,patients,15
MT,2023,9,Pediatric,Suspected,hospital,250
MT,2023,9,Pediatric,Suspected,patients,0
MT,2023,10,Adult,Confirmed,hospital,1740
MT,2023,10,Adult,Confirmed,patients,334
MT,2023,10,Adult,Suspected,hospital,1133
MT,2023,10,Adult,Suspected,patients,74
MT,2023,10,Pediatric,Confirmed,hospital,1712
MT,2023,10,Pediatric,Confirmed,patients,8
MT,2023,10,Pediatric,Suspected,hospital,211
MT,2023,10,Pediatric,Suspected,patients,0
NC,2020,1,Adult,Confirmed,hospital,0
NC,2020,1,Adult,Confirmed,patients,0
NC,2020,1,Adult,Suspected,hospital,0
NC,2020,1,Adult,Suspected,patients,0
NC,2020,1,Pediatric,Confirmed,hospital,0
NC,2020,1,Pediatric,Confirmed,patients,0
NC,2020,1,Pediatric,Suspected,hospital,0
NC,2020,1,Pediatric,Suspected,patients,0
NC,2020,2,Adult,Confirmed,hospital,0
NC,2020,2,Adult,Confirmed,patients,0
NC,2020,2,Adult,Suspected,hospital,0
NC,2020,2,Adult,Suspected,patients,0
NC,2020,2,Pediatric,Confirmed,hospital,0
NC,2020,2,Pediatric,Confirmed,patients,0
NC,2020,2,Pediatric,Suspected,hospital,0
NC,2020,2,Pediatric,Suspected,patients,0
NC,2020,3,Adult,Confirmed,hospital,0
NC,2020,3,Adult,Confirmed,patients,0
NC,2020,3,Adult,Suspected,hospital,0
NC,2020,3,Adult,Suspected,patients,0
NC,2020,3,Pediatric,Confirmed,hospital,0
NC,2020,3,Pediatric,Confirmed,patients,0
NC,2020,3,Pediatric,Suspected,hospital,0
NC,2020,3,Pediatric,Suspected,patients,0
NC,2020,4,Adult,Confirmed,hospital,0
NC,2020,4,Adult,Confirmed,patients,0
NC,2020,4,Adult,Suspected,hospital,0
NC,2020,4,Adult,Suspected,patients,0
NC,2020,4,Pediatric,Confirmed,hospital,0
NC,2020,4,Pediatric,Confirmed,patients,0
NC,2020,4,Pediatric,Suspected,hospital,0
NC,2020,4,Pediatric,Suspected,patients,0
NC,2020,5,Adult,Confirmed,hospital,0
NC,2020,5,Adult,Confirmed,patients,0
NC,2020,5,Adult,Suspected,hospital,0
NC,2020,5,Adult,Suspected,patients,0
NC,2020,5,Pediatric,Confirmed,hospital,0
NC,2020,5,Pediatric,Confirmed,patients,0
NC,2020,5,Pediatric,Suspected,hospital,0
NC,2020,5,Pediatric,Suspected,patients,0
NC,2020,6,Adult,Confirmed,hospital,0
NC,2020,6,Adult,Confirmed,patients,0
NC,2020,6,Adult,Suspected,hospital,0
NC,2020,6,Adult,Suspected,patients,0
NC,2020,6,Pediatric,Confirmed,hospital,0
NC,2020,6,Pediatric,Confirmed,patients,0
NC,2020,6,Pediatric,Suspected,hospital,0
NC,2020,6,Pediatric,Suspected,patients,0
NC,2020,7,Adult,Confirmed,hospital,1614
NC,2020,7,Adult,Confirmed,patients,2170
NC,2020,7,Adult,Suspected,hospital,1510
NC,2020,7,Adult,Suspected,patients,4651
NC,2020,7,Pediatric,Confirmed,hospital,1566
NC,2020,7,Pediatric,Confirmed,patients,30
NC,2020,7,Pediatric,Suspected,hospital,1470
NC,2020,7,Pediatric,Suspected,patients,84
NC,2020,8,Adult,Confirmed,hospital,3700
NC,2020,8,Adult,Confirmed,patients,5188
NC,2020,8,Adult,Suspected,hospital,3646
NC,2020,8,Adult,Suspected,patients,11146
NC,2020,8,Pediatric,Confirmed,hospital,2758
NC,2020,8,Pediatric,Confirmed,patients,119
NC,2020,8,Pediatric,Suspected,hospital,2825
NC,2020,8,Pediatric,Suspected,patients,273
NC,2020,9,Adult,Confirmed,hospital,3789
NC,2020,9,Adult,Confirmed,patients,2825
NC,2020,9,Adult,Suspected,hospital,3669
NC,2020,9,Adult,Suspected,patients,8505
NC,2020,9,Pediatric,Confirmed,hospital,3464
NC,2020,9,Pediatric,Confirmed,patients,166
NC,2020,9,Pediatric,Suspected,hospital,3509
NC,2020,9,Pediatric,Suspected,patients,563
NC,2020,10,Adult,Confirmed,hospital,3960
NC,2020,10,Adult,Confirmed,patients,4270
NC,2020,10,Adult,Suspected,hospital,3836
NC,2020,10,Adult,Suspected,patients,8929
NC,2020,10,Pediatric,Confirmed,hospital,3770
NC,2020,10,Pediatric,Confirmed,patients,98
NC,2020,10,Pediatric,Suspected,hospital,3792
NC,2020,10,Pediatric,Suspected,patients,629
NC,2020,11,Adult,Confirmed,hospital,3834
NC,2020,11,Adult,Confirmed,patients,5703
NC,2020,11,Adult,Suspected,hospital,3714
NC,2020,11,Adult,Suspected,patients,8509
NC,2020,11,Pediatric,Confirmed,hospital,3705
NC,2020,11,Pediatric,Confirmed,patients,60
NC,2020,11,Pediatric,Suspected,hospital,3705
NC,2020,11,Pediatric,Suspected,patients,539
NC,2020,12,Adult,Confirmed,hospital,3985
NC,2020,12,Adult,Confirmed,patients,10333
NC,2020,12,Adult,Suspected,hospital,3861
NC,2020,12,Adult,Suspected,patients,8813
NC,2020,12,Pediatric,Confirmed,hospital,3861
NC,2020,12,Pediatric,Confirmed,patients,105
NC,2020,12,Pediatric,Suspected,hospital,3861
NC,2020,12,Pediatric,Suspected,patients,402
NC,2021,1,Adult,Confirmed,hospital,3986
NC,2021,1,Adult,Confirmed,patients,12260
NC,2021,1,Adult,Suspected,hospital,3862
NC,2021,1,Adult,Suspected,patients,7998
NC,2021,1,Pediatric,Confirmed,hospital,3862
NC,2021,1,Pediatric,Confirmed,patients,258
NC,2021,1,Pediatric,Suspected,hospital,3862
NC,2021,1,Pediatric,Suspected,patients,389
NC,2021,2,Adult,Confirmed,hospital,3592
NC,2021,2,Adult,Confirmed,patients,5435
NC,2021,2,Adult,Suspected,hospital,3480
NC,2021,2,Adult,Suspected,patients,5116
NC,2021,2,Pediatric,Confirmed,hospital,3480
NC,2021,2,Pediatric,Confirmed,patients,90
NC,2021,2,Pediatric,Suspected,hospital,3480
NC,2021,2,Pediatric,Suspected,patients,267
NC,2021,3,Adult,Confirmed,hospital,3957
NC,2021,3,Adult,Confirmed,patients,3325
NC,2021,3,Adult,Suspected,hospital,3833
NC,2021,3,Adult,Suspected,patients,3804
NC,2021,3,Pediatric,Confirmed,hospital,3833
NC,2021,3,Pediatric,Confirmed,patients,68
NC,2021,3,Pediatric,Suspected,hospital,3833
NC,2021,3,Pediatric,Suspected,patients,257
NC,2021,4,Adult,Confirmed,hospital,3855
NC,2021,4,Adult,Confirmed,patients,3675
NC,2021,4,Adult,Suspected,hospital,3735
NC,2021,4,Adult,Suspected,patients,3622
NC,2021,4,Pediatric,Confirmed,hospital,3735
NC,2021,4,Pediatric,Confirmed,patients,81
NC,2021,4,Pediatric,Suspected,hospital,3735
NC,2021,4,Pediatric,Suspected,patients,264
NC,2021,5,Adult,Confirmed,hospital,3976
NC,2021,5,Adult,Confirmed,patients,2776
NC,2021,5,Adult,Suspected,hospital,3852
NC,2021,5,Adult,Suspected,patients,3726
NC,2021,5,Pediatric,Confirmed,hospital,3852
NC,2021,5,Pediatric,Confirmed,patients,64
NC,2021,5,Pediatric,Suspected,hospital,3852
NC,2021,5,Pediatric,Suspected,patients,200
NC,2021,6,Adult,Confirmed,hospital,3854
NC,2021,6,Adult,Confirmed,patients,1552
NC,2021,6,Adult,Suspected,hospital,3734
NC,2021,6,Adult,Suspected,patients,2785
NC,2021,6,Pediatric,Confirmed,hospital,3734
NC,2021,6,Pediatric,Confirmed,patients,36
NC,2021,6,Pediatric,Suspected,hospital,3734
NC,2021,6,Pediatric,Suspected,patients,151
NC,2021,7,Adult,Confirmed,hospital,4008
NC,2021,7,Adult,Confirmed,patients,2675
NC,2021,7,Adult,Suspected,hospital,3884
NC,2021,7,Adult,Suspected,patients,3305
NC,2021,7,Pediatric,Confirmed,hospital,3884
NC,2021,7,Pediatric,Confirmed,patients,56
NC,2021,7,Pediatric,Suspected,hospital,3884
NC,2021,7,Pediatric,Suspected,patients,191
NC,2021,8,Adult,Confirmed,hospital,3993
NC,2021,8,Adult,Confirmed,patients,9561
NC,2021,8,Adult,Suspected,hospital,3869
NC,2021,8,Adult,Suspected,patients,5419
NC,2021,8,Pediatric,Confirmed,hospital,3869
NC,2021,8,Pediatric,Confirmed,patients,170
NC,2021,8,Pediatric,Suspected,hospital,3869
NC,2021,8,Pediatric,Suspected,patients,286
NC,2021,9,Adult,Confirmed,hospital,3885
NC,2021,9,Adult,Confirmed,patients,9904
NC,2021,9,Adult,Suspected,hospital,3765
NC,2021,9,Adult,Suspected,patients,5371
NC,2021,9,Pediatric,Confirmed,hospital,3765
NC,2021,9,Pediatric,Confirmed,patients,200
NC,2021,9,Pediatric,Suspected,hospital,3765
NC,2021,9,Pediatric,Suspected,patients,369
NC,2021,10,Adult,Confirmed,hospital,4015
NC,2021,10,Adult,Confirmed,patients,5247
NC,2021,10,Adult,Suspected,hospital,3891
NC,2021,10,Adult,Suspected,patients,3937
NC,2021,10,Pediatric,Confirmed,hospital,3891
NC,2021,10,Pediatric,Confirmed,patients,122
NC,2021,10,Pediatric,Suspected,hospital,3891
NC,2021,10,Pediatric,Suspected,patients,265
NC,2021,11,Adult,Confirmed,hospital,3864
NC,2021,11,Adult,Confirmed,patients,3354
NC,2021,11,Adult,Suspected,hospital,3744
NC,2021,11,Adult,Suspected,patients,3983
NC,2021,11,Pediatric,Confirmed,hospital,3744
NC,2021,11,Pediatric,Confirmed,patients,79
NC,2021,11,Pediatric,Suspected,hospital,3744
NC,2021,11,Pediatric,Suspected,patients,240
NC,2021,12,Adult,Confirmed,hospital,4006
NC,2021,12,Adult,Confirmed,patients,6390
NC,2021,12,Adult,Suspected,hospital,3882
NC,2021,12,Adult,Suspected,patients,5051
NC,2021,12,Pediatric,Confirmed,hospital,3882
NC,2021,12,Pediatric,Confirmed,patients,117
NC,2021,12,Pediatric,Suspected,hospital,3882
NC,2021,12,Pediatric,Suspected,patients,285
NC,2022,1,Adult,Confirmed,hospital,3986
NC,2022,1,Adult,Confirmed,patients,16529
NC,2022,1,Adult,Suspected,hospital,3862
NC,2022,1,Adult,Suspected,patients,6992
NC,2022,1,Pediatric,Confirmed,hospital,3857
NC,2022,1,Pediatric,Confirmed,patients,538
NC,2022,1,Pediatric,Suspected,hospital,3862
NC,2022,1,Pediatric,Suspected,patients,641
NC,2022,2,Adult,Confirmed,hospital,3600
NC,2022,2,Adult,Confirmed,patients,7828
NC,2022,2,Adult,Suspected,hospital,3488
NC,2022,2,Adult,Suspected,patients,4616
NC,2022,2,Pediatric,Confirmed,hospital,3488
NC,2022,2,Pediatric,Confirmed,patients,274
NC,2022,2,Pediatric,Suspected,hospital,3488
NC,2022,2,Pediatric,Suspected,patients,328
NC,2022,3,Adult,Confirmed,hospital,3967
NC,2022,3,Adult,Confirmed,patients,1976
NC,2022,3,Adult,Suspected,hospital,3843
NC,2022,3,Adult,Suspected,patients,3461
NC,2022,3,Pediatric,Confirmed,hospital,3843
NC,2022,3,Pediatric,Confirmed,patients,54
NC,2022,3,Pediatric,Suspected,hospital,3843
NC,2022,3,Pediatric,Suspected,patients,209
NC,2022,4,Adult,Confirmed,hospital,3835
NC,2022,4,Adult,Confirmed,patients,1174
NC,2022,4,Adult,Suspected,hospital,3715
NC,2022,4,Adult,Suspected,patients,3287
NC,2022,4,Pediatric,Confirmed,hospital,3715
NC,2022,4,Pediatric,Confirmed,patients,52
NC,2022,4,Pediatric,Suspected,hospital,3715
NC,2022,4,Pediatric,Suspected,patients,181
NC,2022,5,Adult,Confirmed,hospital,3941
NC,2022,5,Adult,Confirmed,patients,2447
NC,2022,5,Adult,Suspected,hospital,3817
NC,2022,5,Adult,Suspected,patients,3409
NC,2022,5,Pediatric,Confirmed,hospital,3817
NC,2022,5,Pediatric,Confirmed,patients,117
NC,2022,5,Pediatric,Suspected,hospital,3817
NC,2022,5,Pediatric,Suspected,patients,192
NC,2022,6,Adult,Confirmed,hospital,3821
NC,2022,6,Adult,Confirmed,patients,3297
